nome,cpf,data_nascimento,idade,endereco,estado,pais
Ana Luiza Nunes,90200597829,03/05/2047,103.0,"Travessa de Dias, 26 Jardim Guanabara 26592817 Caldeira / CE",RO,Brasil
Marcela Moura,36187206640,08/11/2042,118.0,"Pátio Ana Sophia Rocha, 47 Nova Gameleira 36082-288 Rodrigues Grande / AC",DF,Brasil
Samuel Porto,24030491198,,,,CE,Brasil
Emanuelly Cunha,27678373503,07/01/2035,111.0,Rua da Conceição Calafate 36778-704 Martins / SP,SE,Brasil
Maria Cecília da Rocha,26528249335,04/04/2039,8.0,"Pátio de Costa, 589 Jardim Alvorada 07737153 Silva de Minas / MG",MS,Brasil
Pietra Teixeira,27784233166,,,,AM,Brasil
Miguel Souza,43289363064,17/07/2050,102.0,"Parque Correia, 89 Vila Nossa Senhora Do Rosário 05928-640 Ferreira / MA",DF,Brasil
Cecília Oliveira,76600898244,04/02/1947,8.0,"Viela Viana, 81 Jardim Montanhês 40566-413 Silveira Paulista / MS",CE,Brasil
Caio Melo,51358396768,10/10/2041,14.0,"Rua Caroline Lima, 207 Campo Alegre 69758-952 Gonçalves de Almeida / AC",SE,Brasil
Carolina Viana,50082115639,08/02/1939,2.0,"Setor Lopes, 21 Cdi Jatoba 58922835 Cardoso da Praia / PB",PB,Brasil
Ana Carolina Pires,48021886626,27/04/2031,13.0,"Rua Santos, 8 Venda Nova 67927069 da Paz / MG",SE,Brasil
Srta. Alana da Mata,81780761436,20/09/2035,110.0,Trevo Emilly das Neves Cardoso 21598681 Alves do Norte / RN,SP,Brasil
Carolina Santos,55849147731,11/02/2047,107.0,"Vila Valentina da Rocha, 80 Vila Ecológica 23561615 da Rocha das Flores / BA",AM,Brasil
Luiz Miguel Moraes,10366371428,24/05/1946,3.0,"Passarela Melo, 24 Parque São Pedro 05936-379 Monteiro / PI",AP,Brasil
Maria Luiza Barbosa,50494012231,01/04/1906,118.0,"Distrito Silva, 51 Bacurau 81041-119 Nunes / RO",SP,Brasil
Stephany Barbosa,41115494730,10/05/2046,108.0,"Aeroporto Duarte, 46 Vila Suzana Primeira Seção 58219-835 Silva do Norte / CE",AL,Brasil
Pedro Campos,75524199618,26/05/1923,4.0,"Praia Sales, 90 Bom Jesus 09237652 Cavalcanti / AP",PA,Brasil
Dra. Alícia Duarte,94131210472,07/12/2048,102.0,"Jardim de Cunha, 518 Colégio Batista 90810-583 da Cunha / SE",BA,Brasil
Ana Laura da Mota,95303443198,17/02/2026,12.0,"Morro Emanuelly da Rocha, 66 Mariano De Abreu 01227446 Barbosa de Nunes / PB",SC,Brasil
Milena Araújo,59802327940,13/01/2040,5.0,"Largo de Cardoso, 8 São José 57592-333 Costela / AC",RJ,Brasil
Matheus Fernandes,92232819785,11/09/2030,4.0,"Conjunto Costela, 193 São Pedro 43611464 Cunha / PR",CE,Brasil
Beatriz da Rosa,76439882970,16/11/2036,4.0,"Aeroporto de Araújo, 57 Santo Agostinho 85026-508 Rezende do Norte / MG",RS,Brasil
Bruna Vieira,70624213810,03/06/1920,2.0,"Ladeira de Barros, 40 Lagoinha 94803281 da Rosa da Prata / MA",GO,Brasil
Lucca Pires,44164732373,26/04/2049,112.0,"Vale da Rocha, 942 São Lucas 16104479 da Rocha / TO",PE,Brasil
Emanuella Caldeira,79425231445,13/05/1949,2.0,"Lago Peixoto, 37 Nossa Senhora Aparecida 31196-445 Porto / SP",RS,Brasil
Matheus Nogueira,17881760480,10/11/1902,118.0,Loteamento Sophie Cunha Vila Piratininga 79715-673 Silva / AL,DF,Brasil
Caroline Peixoto,17814589916,02/03/1917,107.0,"Sítio Martins, 6 Providencia 07657377 Silveira / AL",MT,Brasil
Ryan Ramos,78898058236,03/06/1900,3.0,"Passarela Santos, 37 Jaqueline 59574-240 da Luz das Pedras / SC",MA,Brasil
Ana Clara Souza,66092964095,23/06/2028,108.0,"Feira Ana Sophia Barbosa, 1 Santo Agostinho 07394142 Barros Paulista / SP",RO,Brasil
Sr. Yago Fernandes,73264680966,06/11/2043,118.0,"Colônia Almeida, 41 Vila Jardim Leblon 99809-206 Cunha de Duarte / SP",MS,Brasil
Dra. Brenda Santos,56765508627,10/07/1939,11.0,"Travessa Maria Alice Martins, 68 Bandeirantes 61431443 da Conceição / PA",SC,Brasil
Pedro Lucas Fernandes,64610549775,27/09/2042,1.0,"Estrada Jesus, 71 Baleia 92060-178 da Mata das Pedras / MS",SC,Brasil
Ana Beatriz Lima,13958229208,24/06/2049,109.0,Sítio Thomas Jesus Vila Suzana Primeira Seção 67149645 da Rocha da Prata / ES,PI,Brasil
Nina Lima,82728392468,12/07/2048,101.0,"Passarela de Silveira, 365 Mirante 22785939 Pereira de das Neves / AL",SP,Brasil
Vitória Duarte,45867010567,21/06/2045,106.0,"Recanto Azevedo, 98 Ouro Minas 14090437 Lima / PR",BA,Brasil
Camila Pinto,66453250125,11/03/2038,108.0,"Morro de Ribeiro, 51 Solimoes 71146-880 Gomes de Goiás / MS",TO,Brasil
Diogo Nascimento,92487704071,01/06/2049,103.0,"Estrada de Peixoto, 9 Vila Ouro Minas 92606-897 Souza de Minas / PI",PI,Brasil
João Pedro Porto,59825241801,18/10/1940,116.0,"Estrada Campos, 7 Zilah Sposito 47050-980 Silveira / PR",MG,Brasil
Heloísa Pires,58899146285,01/06/1929,8.0,Residencial Enrico Campos Mangueiras 58001711 da Paz / RS,AL,Brasil
Dra. Emilly Jesus,72236105107,13/04/1928,120.0,"Jardim de da Cruz, 73 Marieta 1ª Seção 70523-174 Barros / RN",PR,Brasil
João Gabriel Nascimento,56281602993,12/03/1939,14.0,"Fazenda Melissa Farias, 73 Jardim Atlântico 04231-258 da Cruz / CE",AL,Brasil
Lorena Monteiro,16826469165,26/09/1935,111.0,"Alameda de Gomes, 79 Vila Jardim Montanhes 36469-329 Nunes / AL",ES,Brasil
Fernanda Novaes,89959367835,19/03/2041,2.0,"Vale Alícia Monteiro, 929 Olaria 31371-968 Pereira do Galho / AL",PE,Brasil
Alice Lopes,63607672841,28/07/1943,0.0,"Setor da Costa, 46 Monte Azul 02171-543 Monteiro / AL",RJ,Brasil
Francisco Porto,75297608170,20/03/2035,6.0,Morro Jesus Cinquentenário 76668777 Melo do Galho / MT,SP,Brasil
Joana Moreira,28900644097,11/04/2029,15.0,"Fazenda Castro, 20 Betânia 99818-220 Sales de Sales / AP",SP,Brasil
Luiz Felipe Cunha,78284460777,15/12/1920,14.0,"Estrada Costela, 63 Jardim Guanabara 64003837 Melo de Minas / AM",SP,Brasil
Emilly Azevedo,92591715089,12/06/1904,116.0,"Área Elisa Moraes, 57 Vila Bandeirantes 91368-614 Viana / PA",RS,Brasil
Bruno Porto,93874563610,23/03/1904,6.0,"Pátio Mariane Pinto, 431 São Gonçalo 89358-683 Santos de Duarte / PR",ES,Brasil
Olivia Novaes,55667314309,14/01/2033,119.0,"Estação Moraes, 383 Marmiteiros 92239945 Cardoso / AL",SP,Brasil
Srta. Carolina da Cunha,87252745963,14/09/1912,4.0,"Vereda de Nunes, 998 Serra 13152-810 Caldeira de Silveira / CE",AP,Brasil
Laís Fernandes,11584201885,,,,PA,Brasil
Sarah Sales,46694979355,28/09/1919,109.0,Rodovia de Nunes Serra 81422-592 Freitas do Sul / DF,RJ,Brasil
Rafaela Lima,90015573005,18/05/1943,11.0,"Chácara Rafael Jesus, 91 Marieta 2ª Seção 16301851 Caldeira do Sul / SC",AL,Brasil
Srta. Joana Dias,17036784138,02/02/1927,9.0,Avenida de Farias Vila Maria 04698055 Melo da Serra / DF,DF,Brasil
Eduardo Nunes,15542660429,25/08/1929,3.0,"Estação Olivia da Mota, 521 Bandeirantes 47925-356 da Costa do Galho / RJ",MS,Brasil
Bernardo Rezende,69841741706,16/03/1940,114.0,"Viaduto Arthur Silveira, 421 Maravilha 57851-178 Cunha / PR",DF,Brasil
Dr. Pedro Lucas da Mata,23179060839,,,,AP,Brasil
Heitor Teixeira,87183914955,19/07/1945,102.0,"Ladeira Maria Julia da Luz, 599 Vila Barragem Santa Lúcia 24414-420 Monteiro / RR",SC,Brasil
Dr. Felipe Farias,52187837661,04/04/1924,15.0,"Ladeira Sales, 28 Pongelupe 68027-068 Viana da Prata / GO",RO,Brasil
Vitória Pereira,22514209777,16/05/1924,108.0,Rodovia Pedro da Paz Nova Floresta 84702-535 Teixeira / PR,RJ,Brasil
Ryan Rodrigues,17230976577,16/08/2028,3.0,"Praça de Mendes, 673 Vila Nova Dos Milionarios 81475431 Campos / RO",MT,Brasil
João Vitor Barros,13516050739,23/02/1917,6.0,"Condomínio Nascimento, 72 Tupi A 96604688 Rezende do Oeste / ES",PB,Brasil
Isadora Lopes,96477894674,02/03/1904,104.0,"Campo de Azevedo, 9 Brasil Industrial 95083-152 da Mata / RJ",RS,Brasil
Erick Oliveira,14826727163,08/09/2048,103.0,"Campo de Rezende, 92 Maria Goretti 96414-945 Duarte de Goiás / CE",PB,Brasil
Lucas Gabriel Almeida,89249007200,21/01/2049,4.0,Loteamento de Costela Olaria 08881443 Monteiro das Flores / PA,PR,Brasil
Rafaela Teixeira,49324585279,17/05/2025,109.0,Praça Moraes Vila Do Pombal 36305-645 Martins / SE,RS,Brasil
Agatha Alves,53668702390,18/03/1934,112.0,"Área de Gonçalves, 14 Mirante 65642673 Costela / PR",RR,Brasil
Maria Clara Silva,35329853598,06/11/1937,13.0,Campo Oliveira Vila Havaí 15202-715 Carvalho / MG,PI,Brasil
João Ribeiro,92139192082,09/10/2046,5.0,"Alameda Ana Beatriz Mendes, 72 Mala E Cuia 82741-391 Oliveira de Minas / RR",PE,Brasil
Dr. Vitor Martins,18198954434,,,,RN,Brasil
Thales Rocha,24048348267,10/04/1902,6.0,"Setor de Viana, 75 São Bernardo 28722-461 da Conceição da Praia / AL",MT,Brasil
Maria Alice Cavalcanti,66808799901,,,,GO,Brasil
Dr. Francisco Lopes,18098326660,04/09/1941,4.0,"Trecho de Porto, 90 Vila São Paulo 59648879 Monteiro de Souza / AP",MA,Brasil
Isadora Monteiro,21860102308,11/08/2034,7.0,"Praia Araújo, 61 Conjunto São Francisco De Assis 12305979 Carvalho / RN",RO,Brasil
Luiz Fernando Fernandes,94205996781,18/03/1921,111.0,"Parque de Costela, 62 João Alfredo 23846-451 Caldeira / ES",RS,Brasil
Srta. Emanuelly Moreira,64480539018,01/07/2047,7.0,Estrada de Silva Lajedo 33383-866 Duarte / MA,AC,Brasil
Sophia Peixoto,51807656694,15/05/1936,103.0,"Passarela de Gonçalves, 463 Caetano Furquim 02126-823 Caldeira / MA",PB,Brasil
Enzo Gabriel Almeida,71017884943,15/02/1900,104.0,"Núcleo Ana Laura Araújo, 73 Garças 03825923 da Cruz / RJ",RN,Brasil
Thales Moura,93580124992,11/09/2042,13.0,"Rua de Duarte, 53 Tupi B 50187-557 da Mata de Goiás / MS",DF,Brasil
Breno Ribeiro,94454122853,08/07/1949,7.0,"Quadra Costa, 785 União 06653-150 Barros da Serra / MT",PR,Brasil
Srta. Rebeca Araújo,53250160336,10/06/1901,101.0,"Condomínio de das Neves, 77 Vila Betânia 55060-782 Melo / PR",PE,Brasil
Maria Sophia Novaes,19051059757,13/11/1950,12.0,"Praia da Paz, 921 Conjunto Serra Verde 69166-389 Campos / MA",BA,Brasil
Eduardo da Luz,46331891480,18/01/2028,6.0,"Praia de Carvalho, 24 Vila Ouro Minas 38851-006 Ramos de da Rocha / PI",MA,Brasil
Dr. Heitor das Neves,97470263349,14/02/2036,10.0,"Vale de Costa, 91 Chácara Leonina 90515-160 Barbosa / MS",AP,Brasil
Lorena da Rocha,36873271478,04/11/1912,11.0,"Passarela Almeida, 94 Floresta 40024448 Porto / CE",SE,Brasil
Thales Ferreira,37769858072,17/10/1906,119.0,"Trecho de Teixeira, 78 Mangabeiras 40327657 Souza / PA",ES,Brasil
Srta. Emanuella Nascimento,33676973525,09/02/2047,105.0,"Ladeira de Lopes, 70 Guaratã 69370-803 Nunes / GO",PB,Brasil
Juan Cardoso,51354245382,23/04/1941,12.0,"Viela Lorenzo Costa, 81 Pantanal 91471-832 Ribeiro de Minas / AP",BA,Brasil
Luiz Otávio Moreira,53976599876,13/04/2043,102.0,"Travessa Caio Fernandes, 815 João Alfredo 59987-150 Fogaça do Oeste / RN",AC,Brasil
Enrico Nunes,57706802892,06/10/1911,1.0,"Estrada de Costa, 31 Guaratã 43620583 Gonçalves / ES",PE,Brasil
Sabrina Pinto,34944165996,28/11/1921,7.0,"Passarela de Araújo, 1 Anchieta 62156-690 Melo Paulista / MS",SP,Brasil
Sr. Gustavo Moraes,21707714476,05/02/1943,112.0,"Viela Sarah Barros, 85 Independência 17223916 Castro / RS",RJ,Brasil
Miguel Farias,63537299474,06/07/1903,104.0,"Largo de da Cruz, 271 Vila Rica 40721-142 Nunes / AM",RR,Brasil
Francisco Peixoto,68556407915,15/10/1944,12.0,"Viela Sabrina Cunha, 23 Santa Branca 99115811 Moreira / MG",RJ,Brasil
Renan Aragão,12724917839,04/07/1936,118.0,"Pátio de Monteiro, 631 Flamengo 76435000 Ribeiro / RR",MA,Brasil
Sra. Luna Moura,27415581519,07/06/2026,14.0,"Viaduto da Cruz, 8 Maria Goretti 07056512 Lopes / SE",AC,Brasil
Igor Pires,62185239966,07/08/2037,9.0,"Avenida Manuela Moreira, 3 Coração De Jesus 42530-687 Silva / SC",RN,Brasil
Sabrina Alves,47579480191,11/05/2036,14.0,"Travessa Noah Melo, 40 Vila Real 1ª Seção 09433-535 Cavalcanti de Pires / PB",MG,Brasil
Heloísa Nogueira,71473570873,08/01/2047,117.0,"Chácara Bernardo Rezende, 1 Jatobá 95094-830 Sales / PB",AC,Brasil
Breno Ribeiro,42494907164,,,,RN,Brasil
Vinicius Cardoso,41084959376,15/05/1921,3.0,Distrito Pietro Cardoso Varzea Da Palma 92176-223 Gomes de Araújo / CE,SC,Brasil
Ryan Rodrigues,57667505719,20/10/1941,13.0,Avenida Vinicius Alves Vila Esplanada 66449-840 da Mota de Goiás / RJ,MG,Brasil
Alana da Mata,35589393160,26/12/1928,119.0,"Alameda de Vieira, 555 Canadá 87007334 Azevedo / DF",RN,Brasil
Ana Clara Lima,72208797232,22/07/2028,7.0,"Vila de Cavalcanti, 94 Jardim Atlântico 32959-639 Nogueira de Castro / RN",PB,Brasil
Sr. Lucca da Rosa,42304786565,12/11/2048,0.0,"Conjunto Mendes, 8 Bairro Das Indústrias Ii 53723-712 Porto / DF",RJ,Brasil
Leonardo Correia,54364911008,19/04/1930,114.0,"Condomínio de Rocha, 29 Horto Florestal 35062-785 Barros / ES",BA,Brasil
Laís Gomes,59539186708,19/10/1916,1.0,"Área Maria Julia Nunes, 58 Luxemburgo 41467-868 Carvalho / RS",AL,Brasil
Ana Vitória Mendes,44821058047,19/04/1937,9.0,"Residencial Lorena Souza, 13 Vila Nova Paraíso 32124227 Monteiro do Oeste / RS",PA,Brasil
Joaquim Moraes,26823851047,04/03/1947,105.0,"Quadra Porto, 57 São Tomaz 82440530 Moraes da Serra / PI",GO,Brasil
Isabel Cardoso,52888207878,06/05/1926,2.0,"Campo Nicole Cavalcanti, 35 Alípio De Melo 39858-891 Cardoso / BA",AL,Brasil
Sr. Danilo Moura,15798708945,24/10/2038,107.0,"Fazenda Correia, 403 Santo André 58764-585 Cavalcanti do Campo / BA",DF,Brasil
Theo Ferreira,47771323548,25/06/2029,115.0,"Viela de Ferreira, 96 Nova America 61680-177 da Luz / PB",ES,Brasil
Camila Novaes,73054349157,02/02/2028,112.0,"Campo Silveira, 8 Nova Granada 52256606 da Costa / DF",MG,Brasil
Dr. João Gabriel Moraes,89350244032,07/05/1933,9.0,"Estação de Ramos, 98 Vila Jardim Montanhes 56035-346 Campos de Costa / PB",PE,Brasil
Sr. João Felipe Costela,78965567540,17/09/1921,15.0,"Conjunto Silveira, 7 Vila Suzana Primeira Seção 47951-700 Viana / PE",PA,Brasil
Isabel Azevedo,55687044008,,,,AC,Brasil
Manuela Ramos,83471458805,19/02/1924,7.0,"Rodovia Souza, 16 Santa Helena 28886944 Ribeiro Grande / PR",SP,Brasil
Bianca Campos,14916049636,28/10/2035,101.0,"Estação Luiz Miguel Aragão, 35 João Alfredo 27328554 Freitas / PB",AC,Brasil
Davi Lucca Barbosa,30234509725,18/01/2047,116.0,"Rodovia Breno Cardoso, 99 Laranjeiras 88183661 Ribeiro / GO",MG,Brasil
Dr. Heitor Barbosa,71973128759,19/01/1930,100.0,"Estação de da Conceição, 52 Horto Florestal 03375-043 Silveira dos Dourados / MA",SP,Brasil
Srta. Raquel Peixoto,96614375187,01/10/1923,1.0,Vale Moraes Vila Nova Gameleira 3ª Seção 15323579 da Conceição / MA,RR,Brasil
Maria Julia Cunha,20782062853,26/03/1937,115.0,Morro de Dias Barreiro 72316062 Fogaça Alegre / ES,MG,Brasil
Francisco Almeida,65341979961,14/07/1945,101.0,"Estação da Cruz, 27 Santa Isabel 34772-261 da Mata / MG",TO,Brasil
Mirella Barros,11009297781,05/02/2033,114.0,"Lagoa Eduardo da Luz, 912 Acaba Mundo 27379-155 Araújo / RO",PE,Brasil
Sofia da Cunha,12100528210,26/01/2045,14.0,"Chácara de Pereira, 712 Monte São José 35816-135 da Mata / RJ",SE,Brasil
Srta. Nicole Cunha,11925385644,03/08/2035,119.0,Pátio de Nogueira Marieta 2ª Seção 93603-422 Dias / PI,PE,Brasil
Benjamin Teixeira,11846543806,,,,RJ,Brasil
Enzo Ferreira,37403381000,,,,RR,Brasil
Maria Sophia Martins,94158131241,03/01/2040,9.0,"Lago Lavínia Cardoso, 934 Jardim Atlântico 35612-230 Ribeiro / DF",RN,Brasil
Maitê Ramos,53757451226,15/04/1927,113.0,"Alameda Gonçalves, 26 São Jorge 1ª Seção 20179-224 Correia Verde / MT",SP,Brasil
Luigi Santos,63628135572,,,,DF,Brasil
Melissa da Costa,72648103337,17/07/1919,2.0,"Travessa Almeida, 3 Aarão Reis 98207986 Mendes de Minas / AM",AL,Brasil
Miguel Ribeiro,75610055453,17/03/1932,106.0,"Núcleo de Azevedo, 72 Providencia 46100764 Rezende do Campo / TO",TO,Brasil
Sabrina Freitas,94880397012,02/05/2028,103.0,"Passarela Costa, 162 Esperança 63446508 Costa / MA",AL,Brasil
Breno Souza,60407989628,08/07/1927,108.0,"Recanto de Correia, 79 Vila Da Paz 85817736 Silva / BA",AL,Brasil
Helena Alves,52612727489,05/11/2026,105.0,"Sítio de Caldeira, 4 Virgínia 45748-803 Souza / PR",SE,Brasil
Dr. Danilo da Conceição,12814264186,,,,BA,Brasil
Luigi Almeida,36100383482,22/08/2046,9.0,Loteamento Oliveira Graça 43418-416 Correia / SE,BA,Brasil
Ana das Neves,59876354569,11/09/1917,104.0,Passarela Ferreira Vila Pinho 93375-280 Farias / PB,AC,Brasil
Eduarda Oliveira,72215519934,28/10/2049,8.0,"Praça Thales da Conceição, 81 São Francisco 22658154 das Neves Alegre / BA",MG,Brasil
Murilo Almeida,81705865654,15/11/1933,116.0,"Feira Campos, 737 Caiçaras 90349193 Santos / SP",RO,Brasil
Luigi da Luz,71234889634,24/07/1926,118.0,"Loteamento Viana, 76 Tirol 59707792 Aragão / MG",PR,Brasil
Sr. Guilherme Moura,15842800016,08/07/1943,116.0,"Viaduto Ana Vitória Alves, 11 Etelvina Carneiro 27646807 Vieira / PE",AP,Brasil
Enrico da Mota,76646891183,06/02/2043,2.0,"Recanto Marina da Paz, 87 Chácara Leonina 34342-873 Lima / RJ",RR,Brasil
Rafael Fogaça,43944408840,,,,ES,Brasil
Samuel Ribeiro,16509994308,07/07/1941,12.0,"Jardim Bruno da Rocha, 58 Conjunto Califórnia I 21789-391 Carvalho / MG",RS,Brasil
Otávio Santos,41949360904,24/06/1904,105.0,"Loteamento das Neves, 30 Califórnia 71604947 Cardoso Paulista / RS",SE,Brasil
Lívia Cardoso,61615432928,08/06/2040,109.0,"Núcleo de Farias, 36 Marilandia 47404749 Porto de Minas / MG",AL,Brasil
Maysa Castro,83302416965,,,,SC,Brasil
Elisa Aragão,40978090787,17/09/1946,107.0,Residencial de Melo Minaslandia 24478-887 Cardoso das Pedras / PE,AL,Brasil
Thiago Silva,90309023720,08/07/2044,8.0,"Avenida Costa, 91 Xangri-Lá 35301893 das Neves / ES",PA,Brasil
Lucas Gabriel Peixoto,81503027522,16/06/2026,3.0,"Distrito Augusto Rezende, 47 São João 48094-171 Melo / RN",RJ,Brasil
Dra. Marina da Luz,42962606688,15/08/2036,103.0,"Estação Maysa Cardoso, 238 Vila São Dimas 39182864 Almeida do Norte / PB",MS,Brasil
Isaac Pinto,22055580161,05/09/2038,9.0,"Viela da Luz, 82 Santa Monica 91766197 da Cruz / SC",MS,Brasil
Cecília da Costa,27835576622,18/12/2044,101.0,"Residencial Breno Aragão, 52 Das Industrias I 21125510 Melo / RS",RN,Brasil
Isabella Oliveira,47459104792,16/09/2050,2.0,"Passarela de Costa, 8 Inconfidência 77790-830 Carvalho / CE",RN,Brasil
Marina Ribeiro,53001348480,09/09/2030,1.0,"Passarela Pedro Henrique Alves, 58 Santa Branca 78069447 Ribeiro / GO",RS,Brasil
Lucca Barbosa,25612542934,18/04/1914,10.0,Ladeira Freitas Xangri-Lá 99300000 Alves das Flores / PR,DF,Brasil
Mirella Freitas,49156604015,03/06/2028,114.0,"Campo Ana Júlia Souza, 10 Conjunto Califórnia I 91566670 Lopes / CE",MS,Brasil
Isadora Novaes,76188975667,19/08/1935,11.0,"Núcleo Vieira, 50 Vila Betânia 00101-433 Gonçalves / AL",SP,Brasil
Murilo Pires,98473726715,16/09/2029,103.0,"Lago de Almeida, 12 Renascença 78633240 Fogaça / PB",SC,Brasil
Amanda Freitas,93919830229,10/08/1928,108.0,"Pátio Cardoso, 9 Esperança 93537358 Santos de Correia / ES",PR,Brasil
Carolina Vieira,62203480363,05/12/1936,9.0,Quadra Yago Ramos Grajaú 19583-279 Pires / SE,RR,Brasil
Vitória Moraes,36047187786,01/04/1917,119.0,"Campo Maysa Correia, 681 Providencia 15727377 Almeida / RR",RJ,Brasil
Srta. Emanuelly Oliveira,60057355468,16/07/2031,10.0,"Aeroporto Vicente Moura, 40 Acaba Mundo 61971110 Pereira dos Dourados / PA",TO,Brasil
Vicente Mendes,92976330485,21/11/1923,118.0,Condomínio Pinto Barão Homem De Melo 2ª Seção 63494218 Moraes Paulista / DF,SC,Brasil
Letícia Caldeira,43168680246,03/07/1905,11.0,"Sítio Farias, 8 Garças 58300-143 Vieira / AP",MG,Brasil
Dr. Carlos Eduardo Ramos,39745395970,,,,AC,Brasil
Dra. Ana Luiza da Mata,40111401399,07/02/1944,11.0,"Distrito de Farias, 6 Independência 64907046 Pires / PB",MS,Brasil
Ryan Souza,57823412365,26/03/1938,1.0,Conjunto Farias Padre Eustáquio 60827821 Porto do Campo / PA,PI,Brasil
Maria Eduarda Martins,84622452694,,,,AM,Brasil
Melissa da Rosa,65704292767,16/05/1933,115.0,"Viela de Duarte, 19 Mariquinhas 28053-903 Azevedo da Praia / MS",BA,Brasil
Alexia Nunes,97785178208,18/05/1944,113.0,Parque de Fogaça Santa Helena 88765-569 Cardoso de Costela / DF,MG,Brasil
Maysa Rezende,97788475071,06/07/1931,3.0,"Parque Souza, 26 Pompéia 06611-977 Pinto de Monteiro / PI",AM,Brasil
Sr. Danilo Moura,15798708945,24/10/2038,107.0,"Fazenda Correia, 403 Santo André 58764-585 Cavalcanti do Campo / BA",DF,Brasil
Guilherme Porto,66828118748,04/05/1927,3.0,"Passarela de Pinto, 78 Boa Vista 97537-137 Ramos / RO",CE,Brasil
Maria Alice da Cunha,55452637915,08/10/1911,7.0,"Área Gabriela Barros, 23 Cônego Pinheiro 2ª Seção 38198780 da Costa / BA",AC,Brasil
Lívia Ferreira,67344008977,18/03/1907,110.0,"Viaduto Luiz Miguel Oliveira, 40 Heliopolis 49681-633 Rezende / AC",PI,Brasil
Miguel Monteiro,68099738957,11/07/1918,0.0,"Jardim Sofia Fogaça, 681 Milionario 19616165 Costa do Norte / PE",PB,Brasil
Dra. Marcela Monteiro,80231234694,02/10/1926,118.0,"Chácara Leonardo Nascimento, 66 Vila Bandeirantes 08853-757 Costela do Oeste / PI",MT,Brasil
Juliana Farias,57520913959,24/09/1902,14.0,"Avenida Alves, 96 Novo Ouro Preto 68220-784 Teixeira / ES",SP,Brasil
Pedro Henrique Sales,73789674984,08/09/1929,109.0,Passarela Castro Piratininga 59159-891 Lima do Campo / RO,MA,Brasil
Maria Sophia Souza,49798721907,26/11/2034,15.0,Jardim Mendes Nova Pampulha 12900-645 Costa / MT,SE,Brasil
Bernardo Rezende,69841741706,16/03/1940,114.0,"Viaduto Arthur Silveira, 421 Maravilha 57851-178 Cunha / PR",DF,Brasil
Srta. Catarina Rezende,21881019986,12/06/2032,2.0,"Pátio Azevedo, 566 Vila Nova Paraíso 78691-997 Martins / PE",PR,Brasil
Francisco Cunha,28208876719,11/01/1900,117.0,Esplanada Pietra Carvalho Candelaria 59874337 Gonçalves da Serra / AP,ES,Brasil
Camila Barbosa,67119044189,27/01/2027,11.0,Recanto Isis Barros Padre Eustáquio 15086239 Dias de da Rosa / RR,TO,Brasil
Levi Fernandes,39447621882,19/12/2037,0.0,Passarela Brenda Nogueira Vila Antena 38815021 Alves Alegre / AP,AL,Brasil
Thiago Martins,18652675489,19/04/1947,118.0,"Recanto Cauã Barros, 2 Bom Jesus 58315-479 Silva Verde / PE",MS,Brasil
Nicole Fogaça,25827022986,08/12/1905,2.0,"Estrada de Viana, 239 Miramar 71762787 da Cunha de Correia / PR",RN,Brasil
Levi Caldeira,37151635737,27/01/1904,109.0,"Alameda Teixeira, 19 Vila Nova Dos Milionarios 67654-014 Rocha de Monteiro / MA",PA,Brasil
Luiz Miguel Moraes,10366371428,24/05/1946,3.0,"Passarela Melo, 24 Parque São Pedro 05936-379 Monteiro / PI",AP,Brasil
Camila Novaes,73054349157,02/02/2028,112.0,"Campo Silveira, 8 Nova Granada 52256606 da Costa / DF",MG,Brasil
Marcos Vinicius Gonçalves,92579451820,08/06/1901,114.0,"Parque Luigi Mendes, 93 Vila Independencia 3ª Seção 25022824 da Paz do Amparo / GO",RN,Brasil
Sophia Melo,52859983903,26/07/1906,14.0,"Feira de Caldeira, 349 Custodinha 13687-814 Pinto de Lopes / RO",TO,Brasil
Ana Laura Cunha,27650303292,01/06/1942,104.0,"Sítio Igor Porto, 87 Palmeiras 80491-725 Rodrigues do Galho / BA",RS,Brasil
Heloísa Silveira,71979419711,19/05/2048,101.0,"Loteamento Emilly Almeida, 8 Teixeira Dias 46178-929 Alves / RO",RS,Brasil
Kamilly Sales,25279737191,13/09/2028,110.0,"Ladeira Vitor Gabriel Alves, 38 Pedreira Padro Lopes 91137-466 Cavalcanti / RS",PA,Brasil
Mirella Barros,11009297781,05/02/2033,114.0,"Lagoa Eduardo da Luz, 912 Acaba Mundo 27379-155 Araújo / RO",PE,Brasil
Gabriela da Cunha,94994533833,03/04/1939,1.0,"Distrito de Rezende, 4 Lagoinha Leblon 08816-064 Viana / SE",TO,Brasil
Dr. Bernardo Pinto,29072103970,17/08/1911,110.0,"Sítio Matheus da Rosa, 2 Santa Monica 83299-709 Barros do Galho / PI",SP,Brasil
Enzo Rezende,35018378980,03/05/1938,10.0,"Praça Stephany da Mota, 61 Maravilha 49408293 Castro do Galho / RS",RJ,Brasil
Mirella Barros,11009297781,05/02/2033,114.0,"Lagoa Eduardo da Luz, 912 Acaba Mundo 27379-155 Araújo / RO",PE,Brasil
Cauê Gonçalves,96019979426,23/04/2039,3.0,"Passarela Thiago Almeida, 97 Gutierrez 45863-740 Rezende / SP",RR,Brasil
